dataset,method,test_f1,test_acc,test_auc,val_auc,layer,num_train
153_it_tick_Administrative rights,logreg,0.8982630272952854,0.8982630272952854,0.9687207526722823,0.9395758303321329,41,1024
154_athlete_sport_football,logreg,0.9222856170802652,0.9223560910307899,0.9853048701810727,0.9975757575757576,41,1024
155_athlete_sport_basketball,logreg,0.963855421686747,0.963855421686747,0.991225932244699,0.9959595959595959,41,1024
156_athlete_sport_baseball,logreg,0.9450280763483365,0.9451137884872824,0.9906417112299466,0.9987878787878788,41,1024
157_amazon_5star,logreg,0.861538170230909,0.8615384615384616,0.9393724543036994,0.9400244798041617,41,1024
158_code_C,logreg,0.9996638655462184,0.9996638655462184,1.0,1.0,41,1024
159_code_Python,logreg,1.0,1.0,1.0,1.0,41,1024
160_code_HTML,logreg,0.9912601664820868,0.9912605042016807,0.9995986723647959,1.0,41,1024
161_agnews_0,logreg,1.0,1.0,1.0,1.0,41,1024
162_agnews_1,logreg,0.9996638655462184,0.9996638655462184,0.9999959324901838,1.0,41,1024
163_agnews_2,logreg,1.0,1.0,1.0,1.0,41,1024
21_headline_istrump,logreg,0.9521806599335078,0.9522012578616352,0.9868131790238157,0.9791916766706683,41,1024
22_headline_isobama,logreg,0.9889064418985595,0.9889064976228209,0.9986236688768334,1.0,41,1024
23_headline_ischina,logreg,0.9843930827386419,0.9843937575030012,0.9971695720346799,1.0,41,1024
24_headline_isiran,logreg,0.9889797126756888,0.9889807162534435,0.9973286382126161,0.9995998399359743,41,1024
26_headline_isfrontpage,logreg,0.7335384286587516,0.7335849056603774,0.8138463392331847,0.8107242897158864,41,1024
36_sciq_tf,logreg,0.9043870850855588,0.9044025157232705,0.9672557235714235,0.9543817527010804,41,1024
41_truthqa_tf,logreg,0.8682834489286101,0.8686868686868687,0.9469387755102041,0.9100762745885187,41,686
42_temp_sense,logreg,0.8503403815370797,0.8507089241034195,0.9175153032832498,0.9786634460547504,41,1024
44_phys_tf,logreg,0.6930719319122804,0.6930817610062893,0.7440535259873281,0.6746698679471789,41,1024
47_reasoning_tf,logreg,0.6765897984359585,0.6768402154398564,0.7286966736383692,0.6680048173424328,41,1024
48_cm_correct,logreg,0.7388515290518621,0.7388679245283019,0.8130889007927788,0.8283313325330132,41,1024
49_cm_isshort,logreg,0.9992452824456872,0.999245283018868,1.0,1.0,41,1024
50_deon_isvalid,logreg,0.8145829571583472,0.8145911949685535,0.8959851205876426,0.8787515006002401,41,1024
51_just_is,logreg,0.808795883070107,0.8088050314465409,0.891062530188681,0.9087635054021609,41,1024
52_virtue_is,logreg,0.9106395567663312,0.9106438896189225,0.9666551181293801,0.974,41,1024
54_cs_tf,logreg,0.6324108151226134,0.6324528301886793,0.6709645138065433,0.6874749899959984,41,1024
56_wikidatasex_or_gender,logreg,0.9715718376676667,0.9715723270440252,0.9955923259739614,0.9959983993597439,41,1024
57_wikidatais_alive,logreg,0.9486781344346107,0.9486792452830188,0.985428676740868,0.9479791916766707,41,1024
58_wikidatapolitical_party,logreg,0.8941634858582636,0.8941772151898734,0.9616881811730635,0.943577430972389,41,1024
59_wikidata_occupation_isjournalist,logreg,0.8851093510202822,0.8851282051282051,0.9426524051570335,0.93390452876377,41,1024
5_hist_fig_ismale,logreg,0.9849055113489392,0.9849056603773585,0.996086736827609,0.9991996798719488,41,1024
60_wikidata_occupation_isathlete,logreg,0.9046133778046899,0.9046153846153846,0.9544467633891003,0.9608323133414933,41,1024
61_wikidata_occupation_isactor,logreg,0.8779394732055529,0.877948717948718,0.9301637661157303,0.9579763361893106,41,1024
62_wikidata_occupation_ispolitician,logreg,0.9179450926164499,0.9179487179487179,0.9668091695559968,0.9383924928600571,41,1024
63_wikidata_occupation_issinger,logreg,0.8809504993252362,0.8810256410256411,0.9371234052580198,0.9547123623011016,41,1024
64_wikidata_occupation_isresearcher,logreg,0.9186736001667786,0.9187165775401069,0.9666492798184447,0.949090909090909,41,1024
65_high-school,logreg,0.9820686926036307,0.9820689655172414,0.9956056537150278,1.0,41,1024
66_living-room,logreg,0.9890107130658485,0.989010989010989,0.998546333784408,1.0,41,1024
67_social-security,logreg,0.9954022696933781,0.9954022988505747,0.9995560839331132,1.0,41,1024
68_credit-card,logreg,0.9880453705161625,0.9880459770114942,0.9995332539639591,0.9967532467532467,41,1024
69_blood-pressure,logreg,0.9875859182357284,0.9875862068965517,0.9986775528978842,0.9959415584415585,41,1024
6_hist_fig_isamerican,logreg,0.9592331772466179,0.9592452830188679,0.9902474737706561,0.9983993597438976,41,1024
70_prime-factors,logreg,0.9981609187627085,0.9981609195402299,0.999992390010282,1.0,41,1024
71_social-media,logreg,0.9912642348581793,0.991264367816092,0.9986733251258185,1.0,41,1024
72_gene-expression,logreg,0.975171154148953,0.9751724137931035,0.9971259605498133,0.9991883116883118,41,1024
73_control-group,logreg,0.9691940347768949,0.9691954022988506,0.9945808417663294,0.9983766233766234,41,1024
74_magnetic-field,logreg,0.9829881101748871,0.9829885057471265,0.9979453027761243,0.9995941558441559,41,1024
75_cell-lines,logreg,0.9820666909909755,0.9820689655172414,0.9961789396071217,0.9967532467532467,41,1024
76_trial-court,logreg,0.9793072741522086,0.9793103448275862,0.9948674847123762,1.0,41,1024
77_second-derivative,logreg,0.9889654705898647,0.9889655172413793,0.9992973442826992,1.0,41,1024
78_north-america,logreg,0.9609059873402254,0.960919540229885,0.9944015842307483,0.9951298701298701,41,1024
79_human-rights,logreg,0.9774709214763567,0.9774712643678161,0.9977719641214352,1.0,41,1024
7_hist_fig_ispolitician,logreg,0.6990156990346863,0.699622641509434,0.7642922203578795,0.7699079631852741,41,1024
80_side-effects,logreg,0.9797699866508635,0.9797701149425287,0.993571249797067,1.0,41,1024
81_public-health,logreg,0.9806889122244278,0.9806896551724138,0.9988576559878781,1.0,41,1024
82_federal-government,logreg,0.9503380039367211,0.9503448275862069,0.9889274649602251,1.0,41,1024
83_third-party,logreg,0.9756313803154915,0.975632183908046,0.9938739582769631,0.9862012987012987,41,1024
84_clinical-trials,logreg,0.9655014749455068,0.9655172413793104,0.9953587518263975,1.0,41,1024
85_mental-health,logreg,0.9921839047415093,0.992183908045977,0.9982843700957844,1.0,41,1024
87_glue_cola,logreg,0.7707696475090597,0.7708176100628931,0.8385532115693659,0.8539415766306524,41,1024
89_glue_mrpc,logreg,0.7600105331610587,0.76008804108584,0.8230069631945431,0.8609775641025641,41,1024
90_glue_qnli,logreg,0.7481761006289308,0.7481761006289308,0.8229672448379254,0.777110844337735,41,1024
91_glue_qqp,logreg,0.802995490088516,0.8032704402515723,0.8827461497723128,0.9031612645058023,41,1024
92_glue_sst2,logreg,0.8870420806440915,0.8870440251572327,0.9570371397990358,0.9823929571828732,41,1024
94_ai_gen,logreg,0.9947169570584139,0.9947169811320755,0.9985463865224563,1.0,41,1024
95_toxic_is,logreg,0.9393568033273916,0.9393939393939394,0.9844897959183673,0.9735576923076923,41,628
96_spam_is,logreg,0.9893389222528114,0.9893390191897654,0.9997090380069104,1.0,41,1024
