dataset,method,test_f1,test_acc,test_auc,val_auc,layer,num_train
67_social-security,logreg,0.9967816091954023,0.9967816091954023,0.9995307173007197,1.0,31,1024
68_credit-card,logreg,0.9885050861977054,0.9885057471264368,0.999697291520104,0.9991883116883117,31,1024
69_blood-pressure,logreg,0.9917241274344792,0.9917241379310345,0.9996769982141891,1.0,31,1024
6_hist_fig_isamerican,logreg,0.9589878549943305,0.9589937106918239,0.9904770849556322,0.9971988795518207,31,1024
70_prime-factors,logreg,0.9986206896551724,0.9986206896551724,0.9999966177823475,1.0,31,1024
71_social-media,logreg,0.9972413618160269,0.9972413793103448,0.9995856783375724,1.0,31,1024
72_gene-expression,logreg,0.9949424517599984,0.9949425287356322,0.9998579468585962,1.0,31,1024
73_control-group,logreg,0.9788499845590072,0.9788505747126437,0.996745883841117,1.0,31,1024
74_magnetic-field,logreg,0.9903446030722333,0.9903448275862069,0.9996998281833434,1.0,31,1024
75_cell-lines,logreg,0.9862055493707703,0.9862068965517241,0.9988339804643109,0.9983766233766234,31,1024
76_trial-court,logreg,0.9921836502898747,0.992183908045977,0.9985735497050706,1.0,31,1024
77_second-derivative,logreg,0.9958620427239793,0.9958620689655172,0.9991823488825153,1.0,31,1024
78_north-america,logreg,0.9894251264072693,0.9894252873563218,0.9994977406786082,1.0,31,1024
79_human-rights,logreg,0.9898850574712643,0.9898850574712643,0.9996516315817956,1.0,31,1024
7_hist_fig_ispolitician,logreg,0.6920933933996467,0.6923270440251572,0.7521157392265014,0.7759103641456582,31,1024
80_side-effects,logreg,0.990804574375471,0.9908045977011494,0.9980907381351805,1.0,31,1024
81_public-health,logreg,0.9940229885057471,0.9940229885057471,0.9997285770333892,1.0,31,1024
82_federal-government,logreg,0.9802294253383822,0.9802298850574712,0.9979909627144326,1.0,31,1024
83_third-party,logreg,0.9866646877869789,0.9866666666666667,0.9993320120136371,0.9931006493506495,31,1024
84_clinical-trials,logreg,0.9866654827906354,0.9866666666666667,0.9988644204231831,1.0,31,1024
85_mental-health,logreg,0.9954022988505747,0.9954022988505747,0.998914308133557,1.0,31,1024
87_glue_cola,logreg,0.7681736236231779,0.7683018867924528,0.842746210529407,0.8651460584233694,31,1024
89_glue_mrpc,logreg,0.7703172187984139,0.7703595011005135,0.851031991077465,0.8725961538461539,31,1024
90_glue_qnli,logreg,0.8075464877242423,0.8075471698113208,0.88171555756279,0.874749899959984,31,1024
91_glue_qqp,logreg,0.8215959346195285,0.8218867924528301,0.9025144829723181,0.8891556622649059,31,1024
92_glue_sst2,logreg,0.8721955796776155,0.8722012578616353,0.9452219102232923,0.9735894357743098,31,1024
94_ai_gen,logreg,0.9901883066646375,0.990188679245283,0.9983575332214727,1.0,31,1024
95_toxic_is,logreg,0.8987832498470796,0.898989898989899,0.9714285714285713,0.9483173076923076,31,628
96_spam_is,logreg,0.9872064740467508,0.9872068230277186,0.9998545190034552,1.0,31,1024
