dataset,method,test_f1,test_acc,test_auc,val_auc,layer,num_train
26_headline_isfrontpage,logreg,0.7505970224799654,0.7506918238993711,0.8268686097460455,0.8535414165666267,20,1024
36_sciq_tf,logreg,0.9262704938207803,0.9262893081761007,0.9770788799227169,0.9803921568627452,20,1024
41_truthqa_tf,logreg,0.8376877884671158,0.8383838383838383,0.9314285714285714,0.9329586511441188,20,686
42_temp_sense,logreg,0.8981642420237349,0.8982485404503753,0.9599026154702283,0.9758454106280193,20,1024
44_phys_tf,logreg,0.7986330980354284,0.7987421383647799,0.8853465534019416,0.8887555022008803,20,1024
47_reasoning_tf,logreg,0.7282273694613107,0.7283064033512866,0.8029496031859725,0.7707747892412686,20,1024
48_cm_correct,logreg,0.7405277411389546,0.74062893081761,0.8333177221355308,0.8215286114445779,20,1024
49_cm_isshort,logreg,0.9997484276411127,0.999748427672956,1.0,1.0,20,1024
50_deon_isvalid,logreg,0.8706913656086187,0.870691823899371,0.9476787752179914,0.9347739095638254,20,1024
51_just_is,logreg,0.8633910389461091,0.8633962264150944,0.9403838734470232,0.9655862344937975,20,1024
52_virtue_is,logreg,0.9455954549727761,0.9455978975032852,0.9870462985832873,0.984,20,1024
54_cs_tf,logreg,0.6354031660838731,0.6354716981132076,0.6954894945921123,0.7334933973589436,20,1024
56_wikidatasex_or_gender,logreg,0.9924528034401918,0.9924528301886792,0.9996536845633438,1.0,20,1024
57_wikidatais_alive,logreg,0.9766037735849057,0.9766037735849057,0.9942333923014686,0.9931972789115646,20,1024
58_wikidatapolitical_party,logreg,0.959484010852269,0.959493670886076,0.9934451513398881,0.9967987194877952,20,1024
59_wikidata_occupation_isjournalist,logreg,0.9035840639025234,0.9035897435897436,0.9608215235466389,0.952672378620971,20,1024
5_hist_fig_ismale,logreg,0.979370714058981,0.9793710691823899,0.993970617869269,0.9995998399359742,20,1024
60_wikidata_occupation_isathlete,logreg,0.9343423983423984,0.9343589743589743,0.976806813209008,0.9853121175030599,20,1024
61_wikidata_occupation_isactor,logreg,0.9035621495706351,0.9035897435897436,0.9585325007573973,0.9759281925744595,20,1024
62_wikidata_occupation_ispolitician,logreg,0.9456358786878236,0.9456410256410256,0.980837849665062,0.9555283557731539,20,1024
63_wikidata_occupation_issinger,logreg,0.8984615384615384,0.8984615384615384,0.9586881879691656,0.9828641370869033,20,1024
64_wikidata_occupation_isresearcher,logreg,0.9433053913608651,0.9433155080213904,0.9840635809586559,0.9725252525252526,20,1024
65_high-school,logreg,0.9898844031472557,0.9898850574712643,0.9992110977325612,1.0,20,1024
66_living-room,logreg,0.996177686445726,0.9961777353081701,0.9999141679495819,1.0,20,1024
67_social-security,logreg,0.9949425265974473,0.9949425287356322,0.9998055224849829,1.0,20,1024
68_credit-card,logreg,0.9981609148750941,0.9981609195402299,0.9999932355646951,0.9987824675324676,20,1024
69_blood-pressure,logreg,0.9963218375254173,0.9963218390804598,0.9999627956058228,0.9931006493506493,20,1024
6_hist_fig_isamerican,logreg,0.955466365547501,0.9554716981132075,0.9899267269444549,0.9987995198079233,20,1024
70_prime-factors,logreg,0.9995402298850574,0.9995402298850574,0.9999957722279345,1.0,20,1024
71_social-media,logreg,0.9981609148750941,0.9981609195402299,0.997979970507062,1.0,20,1024
72_gene-expression,logreg,0.9967815806212831,0.9967816091954023,0.9999509578440391,1.0,20,1024
73_control-group,logreg,0.9903448153402388,0.9903448275862069,0.997850600681855,1.0,20,1024
74_magnetic-field,logreg,0.9903445091816099,0.9903448275862069,0.9995679216948969,1.0,20,1024
75_cell-lines,logreg,0.9926433049330231,0.9926436781609196,0.9993700619622274,1.0,20,1024
76_trial-court,logreg,0.9972413723126412,0.9972413793103448,0.9984407976622112,1.0,20,1024
77_second-derivative,logreg,0.9967816010314028,0.9967816091954023,0.9998241246820716,1.0,20,1024
78_north-america,logreg,0.9921836502898747,0.992183908045977,0.9997826925158289,1.0,20,1024
79_human-rights,logreg,0.9921838981325742,0.992183908045977,0.9987426605876941,1.0,20,1024
7_hist_fig_ispolitician,logreg,0.6890064135940803,0.6890566037735849,0.7501553103219215,0.7567026810724289,20,1024
80_side-effects,logreg,0.9889654892505653,0.9889655172413793,0.9976527409491855,1.0,20,1024
81_public-health,logreg,0.9954022696933781,0.9954022988505747,0.9997251948157369,1.0,20,1024
82_federal-government,logreg,0.9885057471264368,0.9885057471264368,0.9993159464797878,1.0,20,1024
83_third-party,logreg,0.983904453051636,0.9839080459770115,0.9996034349802478,0.9987824675324676,20,1024
84_clinical-trials,logreg,0.9852846500671771,0.9852873563218391,0.9996609326803398,1.0,20,1024
85_mental-health,logreg,0.9958620637172453,0.9958620689655172,0.9991282334000757,1.0,20,1024
87_glue_cola,logreg,0.7948865108934261,0.7949685534591195,0.8723101062337792,0.8847539015606243,20,1024
89_glue_mrpc,logreg,0.8275856500539163,0.8275862068965517,0.8906300463782345,0.8665865384615385,20,1024
90_glue_qnli,logreg,0.852578093865079,0.8525786163522012,0.9261429168873332,0.9155662264905963,20,1024
91_glue_qqp,logreg,0.8452823500796476,0.8455345911949685,0.9145276794131675,0.8875550220088034,20,1024
92_glue_sst2,logreg,0.8965940747778886,0.8966037735849056,0.9582034228521608,0.9839935974389756,20,1024
94_ai_gen,logreg,0.9881755752868959,0.9881761006289308,0.9983390529386689,1.0,20,1024
95_toxic_is,logreg,0.8685258306106544,0.8686868686868687,0.9530612244897958,0.9491185897435896,20,628
96_spam_is,logreg,0.9893389222528114,0.9893390191897654,0.999454446262957,1.0,20,1024
